"",station,X,Y
2821,OMV.EEN,-0.681,-3.538
2822,OMV.EEO,2.371,-0.689
2823,OMV.EEP,1.844,4.482
2824,OMV.EEQ,2.643,-6.174
2825,OMV.EER,-3.605,-2.99
2826,OMV.EES,-6.43,-4.113
2827,OMV.EET,2.004,-4.411
2828,OMV.EEU,0.447,-2.807
2829,OMV.EEV,-8.031,0.976
2830,OMV.EEW,-7.587,-2.29
2831,OMV.EEX,0.831,-0.947
2832,OMV.EEY,-1.512,5.981
2833,OMV.EEZ,-5.458,0.867
2834,OMV.EFA,-1.817,4.075
2835,OMV.EFB,-1.753,3.108
2836,OMV.EFC,6.232,-0.166
2837,OMV.EFD,-7.658,-4.335
2838,OMV.EFE,-2.549,3.109
2839,OMV.EFF,-6.409,-3.44
2840,OMV.EFG,-6.993,1.067
2841,OMV.EFH,3.136,0.943
2842,OMV.EFI,-5.391,3.144
2843,OMV.EFJ,-8.38,-3.449
2844,OMV.EFK,-7.922,-0.475
2845,OMV.EFL,6.913,4.307
2846,OMV.EFM,-0.462,5.692
2847,OMV.EFN,1.878,-2.485
2848,OMV.EFO,-4.426,-2.048
2849,OMV.EFP,-0.49,1.908
2850,OMV.EFQ,-1.213,0.709
2851,OMV.EFR,0.258,-3.855
2852,OMV.EFS,2.659,-1.783
2853,OMV.EFT,1.446,-6.632
2854,OMV.EFU,3.579,4.997
2855,OMV.EFV,6.666,3.055
2856,OMV.EFW,4.545,-2.885
2857,OMV.EFX,-0.164,2.412
2858,OMV.EFY,-6.722,0.215
2859,OMV.EFZ,-7.427,-0.764
2860,OMV.EGA,4.412,5.297
2861,OMV.EGB,7.027,3.307
2862,OMV.EGC,0.37,3.722
2863,OMV.EGD,6.463,4.331
2864,OMV.EGE,-1.992,-0.226
2865,OMV.EGF,0.354,1.879
2866,OMV.EGG,2.741,5.811
2867,OMV.EGH,5.733,5.454
2868,OMV.EGI,-0.753,-3.265
2869,OMV.EGJ,4.243,0.533
2870,OMV.EGK,0.776,-0.22
2871,OMV.EGL,-6.296,3.443
2872,OMV.EGM,-2.878,-4.241
2873,OMV.EGN,-0.502,3.071
2874,OMV.EGO,5.813,1.237
2875,OMV.EGP,3.975,3.933
2876,OMV.EGQ,-8.653,-4.911
2877,OMV.EGR,1.362,-5.194
2878,OMV.EGS,-4.349,2.081
2879,OMV.EGT,7.381,1.936
2880,OMV.EGU,-4.005,-3.683
2881,OMV.EGV,4.116,5.47
2882,OMV.EGW,-4.106,-1.077
2883,OMV.EGX,0.379,-3.926
2884,OMV.EGY,-2.915,0.543
2885,OMV.EGZ,-1.464,4.097
2886,OMV.EHA,-5.639,2.131
2887,OMV.EHB,-2.608,-3.351
2888,OMV.EHC,-1.803,3.6
2889,OMV.EHD,0.565,-0.328
2890,OMV.EHE,1.364,5.456
2891,OMV.EHF,7.336,3.358
2892,OMV.EHG,-7.135,-0.707
2893,OMV.EHH,2.09,4.108
2894,OMV.EHI,-8.641,-0.52
2895,OMV.EHJ,-0.106,-0.168
2896,OMV.EHK,-0.018,1.169
2897,OMV.EHL,-1.012,-0.103
2898,OMV.EHM,-4.411,-5.297
2899,OMV.EHN,-7.07,-5.37
2900,OMV.EHO,4.91,5.239
2901,OMV.EHP,-1.804,-2.651
2902,OMV.EHQ,-8.913,-0.13
2903,OMV.EHR,6.385,3.679
2904,OMV.EHS,7.03,0.757
2905,OMV.EHT,-0.335,1.816
2906,OMV.EHU,-0.588,4.512
2907,OMV.EHV,1.463,-5.022
2908,OMV.EHW,-6.956,-3.584
2909,OMV.EHX,-5.485,2.274
2910,OMV.EHY,-4.861,-2.259
2911,OMV.EHZ,-2.254,-1.463
2912,OMV.EIA,-4.633,3.166
2913,OMV.EIB,5.03,0.306
2914,OMV.EIC,-5.276,-0.627
2915,OMV.EID,-1.716,-7.103
2916,OMV.EIE,-6.954,-1.502
2917,OMV.EIF,-4.811,-1.131
2918,OMV.EIG,-2.422,-1.364
2919,OMV.EIH,-7.741,-3.127
2920,OMV.EII,-1.863,-6.785
2921,OMV.EIJ,-1.316,-6.874
2922,OMV.EIK,3.588,3.46
2923,OMV.EIL,5.271,3.46
2924,OMV.EIM,0.858,4.595
2925,OMV.EIN,-2.005,-1.839
2926,OMV.EIO,2.775,0.003
2927,OMV.EIP,-2.687,0.179
2928,OMV.EIQ,-5.904,2.281
2929,OMV.EIR,5.629,4.821
2930,OMV.EIS,-3.356,4.505
2931,OMV.EIT,-1.69,3.534
2932,OMV.EIU,-3.804,-3.337
2933,OMV.EIV,-5.058,0.172
2934,OMV.EIW,-0.418,-5.081
2935,OMV.EIX,4.976,-1.979
2936,OMV.EIY,1.707,-5.396
2937,OMV.EIZ,-8.908,-0.596
2938,OMV.EJA,6.188,1.482
2939,OMV.EJB,2.024,-6.044
2940,OMV.EJC,4.441,-0.74
2941,OMV.EJD,3.806,4.959
2942,OMV.EJE,4.392,1.373
2943,OMV.EJF,-9.386,-1.943
2944,OMV.EJG,2.127,-2.398
2945,OMV.EJH,-3.243,1.198
2946,OMV.EJI,-3.56,1.845
2947,OMV.EJJ,-3.262,-3.19
2948,OMV.EJK,5.373,-1.053
2949,OMV.EJL,-6.752,-2.314
2950,OMV.EJM,-7.836,0.865
2951,OMV.EJN,3.882,4.217
2952,OMV.EJO,-5.348,-4.345
2953,OMV.EJP,3.117,-3.023
2954,OMV.EJQ,-6.826,-2.502
2955,OMV.EJR,1.657,5.98
2956,OMV.EJS,3.607,4.612
2957,OMV.EJT,-2.797,1.169
2958,OMV.EJU,0.168,-5.654
2959,OMV.EJV,-9.013,-4.007
2960,OMV.EJW,-4.371,-3.932
2961,OMV.EJX,-2.026,-6.697
2962,OMV.EJY,-1.469,-1.226
2963,OMV.EJZ,5.28,2.707
2964,OMV.EKA,4.666,5.203
2965,OMV.EKB,-1.832,-4.719
2966,OMV.EKC,-4.33,2.525
2967,OMV.EKD,0.3,3.302
2968,OMV.EKE,6.327,3.253
2969,OMV.EKF,-0.889,5.765
2970,OMV.EKG,-7.329,-0.589
2971,OMV.EKH,-0.015,1.866
2972,OMV.EKI,6.396,1.823
2973,OMV.EKJ,-0.58,-3.365
2974,OMV.EKK,0.796,-6.948
2975,OMV.EKL,-5.738,3.346
2976,OMV.EKM,3.728,-2.871
2977,OMV.EKN,-2.654,-4.008
2978,OMV.EKO,-0.867,3.286
2979,OMV.EKP,-2.825,0.723
2980,OMV.EKQ,-8.219,-2.388
2981,OMV.EKR,-6.933,-4.292
2982,OMV.EKS,6.007,2.745
2983,OMV.EKT,-2.418,-5.302
2984,OMV.EKU,6.491,1.999
2985,OMV.EKV,-5.089,-2.358
2986,OMV.EKW,-0.382,-1.165
2987,OMV.EKX,1.179,1.165
2988,OMV.EKY,0.198,4.294
2989,OMV.EKZ,-4.276,4.115
2990,OMV.ELA,1.151,3.96
2991,OMV.ELB,-3.426,4.083
2992,OMV.ELC,0.929,0.848
2993,OMV.ELD,-9.471,-2.119
2994,OMV.ELE,6.76,1.147
2995,OMV.ELF,4.387,-2.793
2996,OMV.ELG,-1.143,0.437
2997,OMV.ELH,-7.295,0.545
2998,OMV.ELI,-1.14,-3.967
2999,OMV.ELJ,2.231,-3.617
3000,OMV.ELK,5.386,0.329
3001,OMV.ELL,3.81,-0.603
3002,OMV.ELM,-0.972,-2.442
3003,OMV.ELN,-4.464,3.771
3004,OMV.ELO,-2.334,2.752
3005,OMV.ELP,-3.905,-3.973
3006,OMV.ELQ,6.355,2.542
3007,OMV.ELR,3.326,-0.552
3008,OMV.ELS,-2.118,1.697
3009,OMV.ELT,3.027,-5.458
3010,OMV.ELU,-1.861,-4.026
3011,OMV.ELV,-4.927,-0.136
3012,OMV.ELW,-2.236,-1.936
3013,OMV.ELX,1.195,3.24
3014,OMV.ELY,0.049,-0.261
3015,OMV.ELZ,-9.111,-3.946
3016,OMV.EMA,3.873,-4.114
3017,OMV.EMB,-3.275,-6.655
3018,OMV.EMC,0.787,-5.784
3019,OMV.EMD,-4.493,-5.713
3020,OMV.EME,1.435,5.648
3021,OMV.EMF,1.744,-3.796
3022,OMV.EMG,-2.695,5.046
3023,OMV.EMH,-1.517,2.97
3024,OMV.EMI,4.453,5.974
3025,OMV.EMJ,-3.032,3.853
3026,OMV.EMK,-6.787,-5.303
3027,OMV.EML,1.061,-2.934
3028,OMV.EMM,-2.922,-1.769
3029,OMV.EMN,-2.534,-7.08
3030,OMV.EMO,0.583,-7.055
3031,OMV.EMP,2.442,5.755
3032,OMV.EMQ,-3.378,-1.039
3033,OMV.EMR,-5.171,-3.698
3034,OMV.EMS,6.618,-0.16
3035,OMV.EMT,-6.052,1.909
3036,OMV.EMU,-4.171,-0.808
3037,OMV.EMV,-0.825,-2.991
3038,OMV.EMW,0.885,-0.052
3039,OMV.EMX,0.211,-6.374
3040,OMV.EMY,1.911,0.507
3041,OMV.EMZ,-3.951,-0.479
3042,OMV.ENA,-7.021,-5.859
3043,OMV.ENB,-5.288,3.315
3044,OMV.ENC,-0.656,3.625
3045,OMV.END,2.553,6.157
3046,OMV.ENE,2.648,4.94
3047,OMV.ENF,-1.973,1.385
3048,OMV.ENG,3.671,0.405
3049,OMV.ENH,-4.28,1.802
3050,OMV.ENI,-4.713,0.665
3051,OMV.ENJ,1.031,-6.159
3052,OMV.ENK,4.787,0.679
3053,OMV.ENL,-7.442,0.404
3054,OMV.ENM,-6.287,-0.039
3055,OMV.ENN,1.329,-6.101
3056,OMV.ENO,1.309,4.555
3057,OMV.ENP,-2.48,3.3
3058,OMV.ENQ,-3.618,3.731
3059,OMV.ENR,-0.738,-1.652
3060,OMV.ENS,5.363,2.89
3061,OMV.ENT,-0.182,-2.44
3062,OMV.ENU,-0.663,4.786
3063,OMV.ENV,3.135,-5.791
3064,OMV.ENW,-5.792,-2.41
3065,OMV.ENX,5.094,5.13
3066,OMV.ENY,-0.133,5.404
3067,OMV.ENZ,-1.76,-4.992
3068,OMV.EOA,-4.112,-5.24
3069,OMV.EOB,-8.557,-4.967
3070,OMV.EOC,-5.201,1.413
3071,OMV.EOD,-3.43,-3.092
3072,OMV.EOE,1.424,-2.683
3073,OMV.EOF,-8.152,1.508
3074,OMV.EOG,-1.725,-6.865
3075,OMV.EOH,3.652,-1.205
3076,OMV.EOI,7.118,1.401
3077,OMV.EOJ,3.407,0.559
3078,OMV.EOK,-3.329,2.639
3079,OMV.EOL,0.347,-2.517
3080,OMV.EOM,1.953,-2.992
3081,OMV.EON,4.105,1.076
3082,OMV.EOO,1.872,-5.568
3083,OMV.EOP,3.336,-3.8
3084,OMV.EOQ,2.678,-5.717
3085,OMV.EOR,-9.429,-3.533
3086,OMV.EOS,-0.983,-4.056
3087,OMV.EOT,-1.047,0.612
3088,OMV.EOU,-4.753,-1.395
3089,OMV.EOV,-1.033,3.383
3090,OMV.EOW,6.428,0.415
3091,OMV.EOX,1.51,-2.965
3092,OMV.EOY,2.507,-3.078
3093,OMV.EOZ,1.014,1.262
3094,OMV.EPA,0.268,2.852
3095,OMV.EPB,0.471,0.421
3096,OMV.EPC,1.094,5.846
3097,OMV.EPD,-1.125,5.985
3098,OMV.EPE,1.842,4.255
3099,OMV.EPF,-0.767,-2.099
3100,OMV.EPG,-1.345,-3.826
3101,OMV.EPH,-9.541,-2.774
3102,OMV.EPI,-6.12,-4.997
3103,OMV.EPJ,6.932,3.131
3104,OMV.EPK,-4.633,-0.306
3105,OMV.EPL,-2.037,4.43
3106,OMV.EPM,1.867,-1.552
3107,OMV.EPN,3.47,5.39
3108,OMV.EPO,-1.884,1.794
3109,OMV.EPP,-7.663,0.762
3110,OMV.EPQ,5.606,-0.726
3111,OMV.EPR,3.313,-2.629
3112,OMV.EPS,-2.311,-4.902
3113,OMV.EPT,4.146,5.925
3114,OMV.EPU,3.699,3.629
3115,OMV.EPV,2.056,5.981
3116,OMV.EPW,3.38,4.999
3117,OMV.EPX,-5.163,0.245
3118,OMV.EPY,-0.047,-2.055
3119,OMV.EPZ,0.56,4.534
3120,OMV.EQA,4.0,-3.03
3121,OMV.EQB,3.721,1.996
3122,OMV.EQC,3.92,-2.52
3123,OMV.EQD,-5.585,-4.873
3124,OMV.EQE,0.893,-4.689
3125,OMV.EQF,-6.945,2.426
3126,OMV.EQG,6.012,2.048
3127,OMV.EQH,0.252,-7.093
3128,OMV.EQI,7.365,1.488
3129,OMV.EQJ,7.642,3.179
3130,OMV.EQK,4.0,-3.493
3131,OMV.EQL,6.073,2.475
3132,OMV.EQM,-6.938,-1.048
3133,OMV.EQN,-2.728,-4.203
3134,OMV.EQO,-5.565,-3.698
3135,OMV.EQP,-1.324,-4.553
3136,OMV.EQQ,-5.028,-1.466
3137,OMV.EQR,-0.53,1.469
3138,OMV.EQS,0.251,0.549
3139,OMV.EQT,6.963,2.414
3140,OMV.EQU,0.452,-5.124
3141,OMV.EQV,-0.177,-2.674
3142,OMV.EQW,5.02,3.785
3143,OMV.EQX,-1.171,-1.168
3144,OMV.EQY,0.634,3.104
3145,OMV.EQZ,-6.067,-2.713
3146,OMV.ERA,-4.351,-6.72
3147,OMV.ERB,-3.434,0.151
3148,OMV.ERC,1.193,6.02
3149,OMV.ERD,6.932,1.509
3150,OMV.ERE,-9.183,-3.214
3151,OMV.ERF,-1.465,5.486
3152,OMV.ERG,6.043,4.338
3153,OMV.ERH,3.616,-4.89
3154,OMV.ERI,1.101,2.369
3155,OMV.ERJ,-0.929,3.553
3156,OMV.ERK,2.327,-2.747
3157,OMV.ERL,-9.037,-3.993
3158,OMV.ERM,1.212,0.915
3159,OMV.ERN,-1.457,3.861
3160,OMV.ERO,-5.638,3.519
3161,OMV.ERP,0.426,-2.1
3162,OMV.ERQ,-2.058,-0.651
3163,OMV.ERR,-8.369,-3.688
3164,OMV.ERS,-1.468,1.089
3165,OMV.ERT,1.288,2.723
3166,OMV.ERU,2.258,-0.159
3167,OMV.ERV,-6.251,-2.374
3168,OMV.ERW,-8.81,-4.356
3169,OMV.ERX,2.295,1.44
3170,OMV.ERY,5.8,2.403
3171,OMV.ERZ,-4.895,-4.763
3172,OMV.ESA,2.679,-1.332
3173,OMV.ESB,-4.87,0.757
3174,OMV.ESC,-1.127,-3.509
3175,OMV.ESD,-0.465,-1.58
3176,OMV.ESE,-3.474,3.184
3177,OMV.ESF,1.172,-3.925
3178,OMV.ESG,6.334,0.933
3179,OMV.ESH,-3.874,-0.982
3180,OMV.ESI,3.54,1.407
3181,OMV.ESJ,-7.604,-1.123
3182,OMV.ESK,1.508,-0.184
3183,OMV.ESL,-5.618,-0.891
3184,OMV.ESM,-0.848,1.654
3185,OMV.ESN,-9.015,-3.08
3186,OMV.ESO,-8.275,1.119
3187,OMV.ESP,1.94,3.732
3188,OMV.ESQ,3.17,0.697
3189,OMV.ESR,4.042,0.188
3190,OMV.ESS,2.704,3.054
3191,OMV.EST,-7.459,-4.448
3192,OMV.ESU,5.037,3.081
3193,OMV.ESV,-3.503,5.051
3194,OMV.ESW,-1.696,-3.178
3195,OMV.ESX,2.675,-0.171
3196,OMV.ESY,-4.906,-3.776
3197,OMV.ESZ,-7.887,0.43
3198,OMV.ETB,-7.8,-4.018
3199,OMV.ETC,-0.661,-5.866
3200,OMV.ETD,-4.25,-3.309
3201,OMV.ETE,3.739,-0.33
3202,OMV.ETF,-7.285,1.005
3203,OMV.ETG,-5.716,0.092
3204,OMV.ETH,-5.52,-1.642
3205,OMV.ETI,-4.249,-1.689
3206,OMV.ETJ,2.903,3.401
3207,OMV.ETK,-0.764,-0.943
3208,OMV.ETL,3.521,3.734
3209,OMV.ETM,6.139,-1.038
3210,OMV.ETN,-2.163,-5.683
3211,OMV.ETO,-0.425,3.954
3212,OMV.ETP,-3.617,-4.604
3213,OMV.ETQ,-8.701,-0.253
3214,OMV.ETR,0.887,-5.611
3215,OMV.ETS,-7.056,-3.757
3216,OMV.ETT,-0.428,3.725
3217,OMV.ETU,-2.614,-6.123
3218,OMV.ETV,-3.156,-5.799
3219,OMV.ETW,-0.937,-1.993
3220,OMV.ETX,3.295,0.874
3221,OMV.ETY,4.101,3.859
3222,OMV.ETZ,-6.631,2.94
3223,OMV.EUA,-3.952,-0.01
3224,OMV.EUB,-0.911,-4.33
3225,OMV.EUC,-2.629,4.313
3226,OMV.EUD,-8.434,-0.177
3227,OMV.EUE,0.661,1.934
3228,OMV.EUF,-5.715,-0.603
3229,OMV.EUG,-7.861,-4.677
3230,OMV.EUH,-0.441,5.585
3231,OMV.EUI,-0.307,-3.293
3232,OMV.EUJ,-2.178,-1.739
3233,OMV.EUK,2.056,-3.285
3234,OMV.EUL,-2.523,-4.316
3235,OMV.EUM,-1.649,-2.047
3236,OMV.EUN,2.374,-4.166
3237,OMV.EUO,-2.649,-4.937
3238,OMV.EUP,2.943,5.927
3239,OMV.EUQ,-3.432,0.845
3240,OMV.EUR,2.905,-4.243
3241,OMV.EUS,-6.581,-5.423
3242,OMV.EUT,5.058,-0.175
3243,OMV.EUU,-9.462,-3.979
3244,OMV.EUV,-6.027,1.661
3245,OMV.EUW,-4.921,0.092
3246,OMV.EUX,-1.949,-6.966
3247,OMV.EUY,-3.086,-0.514
3248,OMV.EUZ,-6.166,-5.896
3249,OMV.EVA,-6.278,-5.599
3250,OMV.EVB,1.003,-3.826
3251,OMV.EVC,-7.705,-1.296
3252,OMV.EVD,4.315,-1.825
3253,OMV.EVE,4.863,-2.843
3254,OMV.EVF,2.01,2.765
3255,OMV.EVG,-1.452,-4.014
3256,OMV.EVH,-1.981,2.082
3257,OMV.EVI,6.848,1.327
3258,OMV.EVJ,-2.673,-6.502
3259,OMV.EVK,1.642,3.671
3260,OMV.EVL,-7.505,-3.865
3261,OMV.EVM,-5.826,-4.474
3262,OMV.EVN,-0.641,5.238
3263,OMV.EVO,-8.207,-4.939
3264,OMV.EVP,2.776,2.781
3265,OMV.EVQ,2.932,-1.711
3266,OMV.EVR,-3.366,2.196
3267,OMV.EVS,0.385,-6.473
3268,OMV.EVT,-2.691,-1.902
3269,OMV.EVU,-2.438,0.96
3270,OMV.EVV,-5.865,-1.673
3271,OMV.EVW,-2.668,4.569
3272,OMV.EVX,1.32,-1.696
3273,OMV.EVY,0.732,-1.589
3274,OMV.EVZ,-8.592,-1.242
3275,OMV.EWA,-4.372,4.866
3276,OMV.EWB,1.027,-4.072
3277,OMV.EWC,-8.429,1.439
3278,OMV.EWD,-3.938,0.445
3279,OMV.EWE,-1.256,-1.35
3280,OMV.EWF,-3.985,-5.315
3281,OMV.EWG,-1.514,-0.505
3282,OMV.EWH,-4.85,2.366
3283,OMV.EWI,-4.117,-6.627
3284,OMV.EWJ,-9.116,-0.938
3285,OMV.EWK,0.248,-5.238
3286,OMV.EWL,0.675,3.543
3287,OMV.EWM,-3.482,-6.071
3288,OMV.EWN,-0.479,-5.971
3289,OMV.EWO,0.773,-4.618
3290,OMV.EWP,2.181,5.677
3291,OMV.EWQ,-7.975,1.87
3292,OMV.EWR,-3.335,0.325
3293,OMV.EWS,-5.944,-1.395
3294,OMV.EWT,-0.766,3.458
3295,OMV.EWU,1.637,-2.344
3296,OMV.EWV,-3.343,-4.532
3297,OMV.EWW,-3.61,-5.301
3298,OMV.EWX,0.627,4.266
3299,OMV.EWY,0.082,-4.215
3300,OMV.EWZ,0.601,1.04
3301,OMV.EXA,-5.538,-0.243
3302,OMV.EXB,-6.121,-4.534
3303,OMV.EXC,3.697,-1.927
3304,OMV.EXD,-6.164,2.9
3305,OMV.EXE,2.429,0.204
3306,OMV.EXF,3.896,-2.044
3307,OMV.EXG,-0.35,-5.352
3308,OMV.EXH,5.229,4.128
3309,OMV.EXI,2.639,0.082
3310,OMV.EXJ,-7.104,-2.572
3311,OMV.EXK,-3.696,2.388
3312,OMV.EXL,-7.846,-3.3
3313,OMV.EXM,1.851,-5.943
3314,OMV.EXN,-4.977,-5.663
3315,OMV.EXO,0.614,-5.683
3316,OMV.EXP,2.366,-1.843
3317,OMV.EXQ,3.464,2.383
3318,OMV.EXR,6.798,1.588
3319,OMV.EXS,-9.052,-2.828
3320,OMV.EXT,-7.031,-0.53
3321,OMV.EXU,-4.121,-2.69
3322,OMV.EXV,2.586,5.668
3323,OMV.EXW,3.958,2.785
3324,OMV.EXX,-2.414,-6.031
3325,OMV.EXY,6.524,-0.337
3326,OMV.EXZ,-4.293,-5.367
3327,OMV.EYA,4.034,-2.355
3328,OMV.EYB,7.197,1.123
3329,OMV.EYC,5.366,-1.511
3330,OMV.EYD,-3.314,-4.086
3331,OMV.EYE,-6.442,2.83
3332,OMV.EYF,-3.25,2.128
3333,OMV.EYG,-1.346,-0.14
3334,OMV.EYH,1.358,3.608
3335,OMV.EYI,0.648,-5.122
3336,OMV.EYJ,4.263,4.933
3337,OMV.EYK,-3.662,-1.1
3338,OMV.EYL,-3.128,-4.519
3339,OMV.EYM,-0.436,-2.986
3340,OMV.EYN,-2.069,3.524
3341,OMV.EYO,3.449,-4.792
3342,OMV.EYP,2.237,0.315
3343,OMV.EYQ,-6.689,0.92
3344,OMV.EYR,-1.407,-3.346
3345,OMV.EYS,0.713,-0.647
3346,OMV.EYT,-0.611,0.589
3347,OMV.EYU,-7.647,-3.182
3348,OMV.EYV,4.693,-1.814
3349,OMV.EYW,1.559,-3.688
3350,OMV.EYX,0.758,-3.452
3351,OMV.EYY,4.313,3.504
3352,OMV.EYZ,-7.188,2.804
3353,OMV.EZA,-2.281,-2.836
3354,OMV.EZB,-1.065,-5.861
3355,OMV.EZC,1.223,-1.871
3356,OMV.EZD,7.535,1.858
3357,OMV.EZE,5.345,-0.342
3358,OMV.EZF,-5.728,1.719
3359,OMV.EZG,1.137,-0.431
3360,OMV.EZH,-0.206,-3.121
3361,OMV.EZI,-4.869,-3.642
3362,OMV.EZJ,-3.506,4.823
3363,OMV.EZK,1.305,-3.308
3364,OMV.EZL,2.246,-4.322
3365,OMV.EZM,-8.73,-4.011
3366,OMV.EZN,-2.761,4.158
3367,OMV.EZO,0.235,-0.368
3368,OMV.EZP,-6.41,-0.661
3369,OMV.EZQ,1.865,-1.319
3370,OMV.EZR,2.329,0.031
3371,OMV.EZS,-2.829,-4.699
3372,OMV.EZT,-8.784,-2.756
3373,OMV.EZU,-8.704,-4.418
3374,OMV.EZV,-4.952,-2.964
3375,OMV.EZW,-7.773,-1.025
3376,OMV.EZX,-7.461,2.265
3377,OMV.EZY,1.535,-5.295
3378,OMV.EZZ,1.511,2.361
3379,OMV.FAA,-3.372,0.579
3380,OMV.FAB,7.222,3.657
3381,OMV.FAC,0.534,5.245
3382,OMV.FAD,-2.533,3.562
3383,OMV.FAE,-0.077,-5.28
3384,OMV.FAF,-0.932,5.177
3385,OMV.FAG,-0.976,-0.585
3386,OMV.FAH,0.79,3.74
3387,OMV.FAI,-2.882,-5.958
3388,OMV.FAJ,0.526,4.789
3389,OMV.FAK,-7.583,0.951
3390,OMV.FAL,-9.008,-2.638
3391,OMV.FAM,2.792,4.396
3392,OMV.FAN,-0.185,4.505
3393,OMV.FAO,0.501,3.183
3394,OMV.FAP,-3.083,-6.083
3395,OMV.FAQ,3.909,-4.367
3396,OMV.FAR,-0.264,-2.856
3397,OMV.FAS,-4.109,-2.233
3398,OMV.FAT,0.729,-6.677
3399,OMV.FAU,-0.222,2.886
3400,OMV.FAV,-4.416,4.22
3401,OMV.FAW,-5.976,-5.081
3402,OMV.FAX,-0.506,2.606
3403,OMV.FAY,0.597,6.136
3404,OMV.FAZ,-9.243,-4.336
3405,OMV.FBA,5.344,5.913
3406,OMV.FBB,3.327,4.081
3407,OMV.FBC,-1.861,-1.232
3408,OMV.FBD,-4.508,-1.075
3409,OMV.FBE,0.132,-4.476
3410,OMV.FBF,-5.027,3.394
3411,OMV.FBG,7.467,2.818
3412,OMV.FBH,-7.99,-2.52
3413,OMV.FBI,1.709,-4.934
3414,OMV.FBJ,2.62,4.493
3415,OMV.FBK,3.472,2.607
3416,OMV.FBL,4.719,4.189
3417,OMV.FBM,-1.502,2.035
3418,OMV.FBN,-4.539,0.564
3419,OMV.FBO,1.684,2.26
3420,OMV.FBP,-8.079,-1.541
3421,OMV.FBQ,2.091,5.264
3422,OMV.FBR,2.68,-2.939
3423,OMV.FBS,-2.169,5.898
3424,OMV.FBT,-7.129,-0.011
3425,OMV.FBU,-5.252,-0.873
3426,OMV.FBV,-2.713,1.815
3427,OMV.FBW,5.495,-0.43
3428,OMV.FBX,5.701,0.376
3429,OMV.FBY,-4.52,1.711
3430,OMV.FBZ,5.762,3.584
3431,OMV.FCA,-7.545,-1.389
3432,OMV.FCB,-1.89,-0.054
3433,OMV.FCC,1.298,5.034
3434,OMV.FCD,-2.396,-4.39
3435,OMV.FCE,-2.432,3.735
3436,OMV.FCF,-3.171,3.239
3437,OMV.FCG,2.255,0.769
3438,OMV.FCH,-3.473,0.406
3439,OMV.FCI,-6.35,-2.088
3440,OMV.FCJ,-7.561,-4.853
3441,OMV.FCK,-2.365,5.085
3442,OMV.FCL,-0.235,-6.345
3443,OMV.FCM,-3.166,4.858
3444,OMV.FCN,-0.968,0.334
3445,OMV.FCO,-3.839,-5.4
3446,OMV.FCP,3.636,-2.101
3447,OMV.FCQ,-0.057,-3.207
3448,OMV.FCR,2.961,-1.265
3449,OMV.FCS,-0.24,3.614
3450,OMV.FCT,-0.379,-5.798
3451,OMV.FCU,-0.368,-3.72
3452,OMV.FCV,-5.335,-0.825
3453,OMV.FCW,2.307,-5.977
3454,OMV.FCX,0.657,3.784
3455,OMV.FCY,-4.956,1.039
3456,OMV.FCZ,-1.072,-5.393
3457,OMV.FDA,-3.329,-2.92
3458,OMV.FDB,0.606,-1.743
3459,OMV.FDC,5.741,1.511
3460,OMV.FDD,4.375,1.151
3461,OMV.FDE,-3.559,0.688
3462,OMV.FDF,-6.433,0.046
3463,OMV.FDG,0.732,4.439
3464,OMV.FDH,2.852,0.189
3465,OMV.FDI,-0.883,-6.662
3466,OMV.FDJ,-6.58,2.447
3467,OMV.FDK,4.373,-2.321
3468,OMV.FDL,5.902,5.355
3469,OMV.FDM,-5.575,1.168
3470,OMV.FDN,1.845,-0.844
3471,OMV.FDO,-3.53,-3.265
3472,OMV.FDP,-3.517,1.126
3473,OMV.FDQ,4.023,4.137
3474,OMV.FDR,-1.918,2.278
3475,OMV.FDS,2.126,-3.093
3476,OMV.FDT,7.232,2.243
3477,OMV.FDU,3.017,-5.93
3478,OMV.FDV,-3.876,-3.064
3479,OMV.FDW,-6.733,-0.473
3480,OMV.FDX,0.334,2.585
3481,OMV.FDY,-1.861,-5.165
3482,OMV.FDZ,-4.794,0.944
3483,OMV.FEA,-5.761,-3.123
3484,OMV.FEB,-0.091,0.286
3485,OMV.FEC,0.033,4.381
3486,OMV.FED,4.493,5.717
3487,OMV.FEE,-0.09,-1.336
3488,OMV.FEF,1.02,1.026
3489,OMV.FEG,-8.18,-1.714
3490,OMV.FEH,-1.254,3.511
3491,OMV.FEI,1.4,5.902
3492,OMV.FEJ,-1.93,-0.494
3493,OMV.FEK,3.789,5.662
3494,OMV.FEL,-5.416,-3.324
3495,OMV.FEM,3.344,-1.025
3496,OMV.FEN,-7.351,-1.502
3497,OMV.FEO,-9.916,-3.25
3498,OMV.FEP,4.559,-1.041
3499,OMV.FEQ,-7.858,-1.207
3500,OMV.FER,-2.261,5.256
3501,OMV.FES,-6.658,-5.378
3502,OMV.FET,2.444,-1.658
3503,OMV.FEU,1.527,-0.659
3504,OMV.FEV,2.916,-6.102
3505,OMV.FEW,0.173,-4.037
3506,OMV.FEX,-1.956,-0.942
3507,OMV.FEY,-4.575,-4.508
3508,OMV.FEZ,-7.445,-2.836
3509,OMV.FFA,2.573,2.433
3510,OMV.FFB,-6.963,1.976
3511,OMV.FFC,-1.411,-6.814
3512,OMV.FFD,2.228,3.798
